TSid,dataSetName,PAGES 2k ID,iso2kUI,archiveType,pub1_citeKey,pub1_authors,pub1_Year,pub1_DOI,pub1_citation,pub2_citeKey,pub2_authors,pub2_Year,pub2_DOI,pub2_citation,dataPub1_author,dataPub1_citeKey,dataPub1_institution,dataPub1_pubYear,dataPub1_title,dataPub1_type,dataPub1_url,lat,long,elevation,sitename,minYear,maxYear,variableName,units,description,paleoDataNotes,measurementMaterial,measurementMaterialDetail,Has chronology data,Has paleo depth data,climateVariable,climateVariableDetail,seasonality,direction,basis,isotopeInterpretation1_equilibriumEvidence,isotopeInterpretation1_inferredMaterial,sensorIntegrationTime,sensorIntegrationTimeBasis,sensorintegrationTimeUncertainty,sensorIntegrationTimeUncertaintyType,sensorIntegrationTimeUnits,chronologyIntegrationTime,chronologyIntegrationTimeBasis,chronologyIntegrationTimeUncertainty,chronologyIntegrationTimeUncertaintyType,chronologyIntegrationTimeUnits,isotopeInterpretation1_basis,isotopeInterpretation1_coefficient,isotopeInterpretation1_direction,isotopeInterpretation1_fraction,isotopeInterpretation1_mathematicalRelation,isotopeInterpretation1_name,isotopeInterpretation1_rank,isotopeInterpretation1_seasonality,isotopeInterpretation2_basis,isotopeInterpretation2_coefficient,isotopeInterpretation2_direction,isotopeInterpretation2_fraction,isotopeInterpretation2_mathematicalRelation,isotopeInterpretation2_name,isotopeInterpretation2_rank,isotopeInterpretation2_seasonality,isotopeInterpretation3_basis,isotopeInterpretation3_coefficient,isotopeInterpretation3_direction,isotopeInterpretation3_fraction,isotopeInterpretation3_mathematicalRelation,isotopeInterpretation3_name,isotopeInterpretation3_rank,isotopeInterpretation3_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
TSid,dataSetName,PAGES 2k ID,iso2kUI,archiveType,citeKey,authors,Year,DOI,citation,citeKey,authors,Year,DOI,citation,author,citeKey,institution,pubYear,title,type,url,lat,long,elevation,sitename,minYear,maxYear,variableName,units,description,paleoDataNotes,measurementMaterial,measurementMaterialDetail,HasChronData,HasPaleoDepth,climateVariable,climateVariableDetail,seasonality,direction,basis,equilibriumEvidence,inferredMaterial,integrationTime,integrationTimeBasis,integrationTimeUncertainty,integrationTimeUncertaintyType,integrationTimeUnits,integrationTime,integrationTimeBasis,integrationTimeUncertainty,integrationTimeUncertaintyType,integrationTimeUnits,basis,coefficient,direction,fraction,mathematicalRelation,variable,rank,seasonality,basis,coefficient,direction,fraction,mathematicalRelation,variable,rank,seasonality,basis,coefficient,direction,fraction,mathematicalRelation,variable,rank,seasonality,QC comments,QC Certification,primary timeseries,link,,
Ocean2kHR_001,CO00COKY,Ocn_078,CO00COKY01A,coral,cole2000tropical,"Cole, J.E.",2000,10.1126/science.287.5453.617,"Cole, J.E., R.B. Dunbar, T.R. McClanahan, and N. Muthiga. 2000. Tropical Pacific forcing of decadal variability in the western Indian Ocean over the past two centuries. Science 287:617-619.",auer2015correlating,"Auer, Gerald , Piller, Werner E. , Reuter, Markus , Harzhauser, Mathias",2015,10.1002/2014PA002716,"Auer, G., Piller, W. E., Reuter, M., & Harzhauser, M. (2015). Correlating carbon and oxygen isotope events in early to middle Miocene shallow marine carbonates in the Mediterranean region using orbitally tuned chemostratigraphy and lithostratigraphy. Paleoceanography, 30(4), 332-352.",,,,,,,,-3.2556,40.1433,-6,Malindi Marine Park,1801,1994,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally -12 -11 1 2 3 4 5 6 7 8 9 10; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature and salinity,sea surface,,decrease/increase,,,surface seawater,,,,,,1,,.083 to 0.167 yrs,chronological,years,"The coral 18O record from this site re- flects primarily SST; a linear regression of coral 18O versus SST yields a slope of0.24 per mil (‰) 18O per 1°C, explaining 47% of the SST variance (20).",,negative,0.47,linear,T_water,1,,"additional variability in coral 18O may arise from vari- ations in the 18O of seawater due to precip- itation, evaporation, or runoff, but at this site these changes are likely to be secondary be- cause local rainfall 18O is not strongly de- pleted from average seawater (21) and salin- ity gradients are small (22). Rainfall and SST influences are likely to be additive in terms of annual effect on coral 18O because warmer years tend to be wetter at this site.",,positive,,linear,Salinity_water,2,,,,,,,,,,,"DMT (1/14/19) JT, NJA",TRUE,http://lipdverse.org/iso2kv0_8_4/CO00COKY.html,,DMT (1/14/19)
Ocean2kHR_124,CO00DRBE,Ocn_144,CO00DRBE01A,coral,draschba2000north,Draschba,2000,10.1007/s005310050301,"Draschba, Sylke; Patzold, Jurgen; Wefer, Gerold (2000): North Atlantic climate variability since AD 1350 recorded in d18O and skeletal density of Bermuda corals. International Journal of Earth Sciences, 88(4), 733-741",,"Draschba, S",,,,,,,,,,,32.3,-64.7,-25,"Northeast Breakers, Bermuda",1833,1904,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature,sea surface,,decrease,d18O (3 yr mean) calibration to SST (3 yr mean). SST is inferred from air temperature,,surface seawater,,,,,,3,"X-radiographs were assessed from the skeleton slices to expose density banding. Chronologies were achieved by counting the well-developed density couplets. BDA 210 revealed continuous growth between 1825 and 1993, whereas BDA 215 and BDA 221 contain hiatuses. The bases of the colonies, which were separated from the upper living parts by algal growth, were 14C dated by AMS in the Leibnitz Laboratory in Kiel. Precision of Dating came to  30 years. The stratigraphy obtained from 14C dating was confirmed by the strong correspondence of the present proxy time series with a continuous 800-year coral skeletal chronology from Bermuda, presented by Patzold et al. (1998; see Fig. 3c).",,chronological and radiocarbon dating 30 years,years,The availability of instrumental climate data allow the comparison with the coral signal and supports the interpretation of reconstructed past temperature anomalies. The use of air temperatures is justified by the strong long-term correspondence between Bermuda SST (COADS) of a 2 latitude by 2 longitude area and Bermuda air temperature during a 40-year period.,0.58,negative,0.81,linear,T_water,1,,the salinity effect on the isotopic pool of the ambient seawater is considered a negligible background signal and variations in coral d18O can be attributed to be primarily driven by changes in SST.,,,,linear,Salinity_water,2,,,,,,,,,,,"DMT (1/14/19) CS, NJA",?,http://lipdverse.org/iso2kv0_8_4/CO00DRBE.html,,DMT (1/14/19)
Ocean2kHR_125,CO00DRBE,Ocn_145,CO00DRBE02A,coral,draschba2000north,Draschba,2000,10.1007/s005310050301,"Draschba, Sylke; Patzold, Jurgen; Wefer, Gerold (2000): North Atlantic climate variability since AD 1350 recorded in d18O and skeletal density of Bermuda corals. International Journal of Earth Sciences, 88(4), 733-741",,"Draschba, S",,,,,,,,,,,32.3,-64.7,-25,"Northeast Breakers, Bermuda",1833,1904,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature,sea surface,,decrease,d18O (3 yr mean) calibration to SST (3 yr mean). SST is inferred from air temperature,,surface seawater,,,,,,3,"X-radiographs were assessed from the skeleton slices to expose density banding. Chronologies were achieved by counting the well-developed density couplets. BDA 210 revealed continuous growth between 1825 and 1993, whereas BDA 215 and BDA 221 contain hiatuses. The bases of the colonies, which were separated from the upper living parts by algal growth, were 14C dated by AMS in the Leibnitz Laboratory in Kiel. Precision of Dating came to  30 years. The stratigraphy obtained from 14C dating was confirmed by the strong correspondence of the present proxy time series with a continuous 800-year coral skeletal chronology from Bermuda, presented by P�tzold et al. (1998; see Fig. 3c).",,chronological and radiocarbon dating �30 years,years,The availability of instrumental climate data allow the comparison with the coral signal and supports the interpretation of reconstructed past temperature anomalies. The use of air temperatures is justified by the strong long-term correspondence between Bermuda SST (COADS) of a 2 latitude by 2 longitude area and Bermuda air temperature during a 40-year period.,0.58,negative,0.81,linear,T_water,1,,the salinity effect on the isotopic pool of the ambient seawater is considered a negligible background signal and variations in coral d18O can be attributed to be primarily driven by changes in SST.,,,,linear,Salinity_water,2,,,,,,,,,,,"DMT (1/14/19) CS, NJA",?,http://lipdverse.org/iso2kv0_8_4/CO00DRBE.html,,DMT (1/14/19)
Ocean2kHR_019,CO00FERA,Ocn_080,CO00FERA01A,coral,felis2000a,"Felis, T., J. Patzold, Y. Loya, M. Fine, A.H. Nawar, and G. Wefer",2000,10.1029/1999PA000477,"Felis, T., J. Patzold, Y. Loya, M. Fine, A.H. Nawar, and G. Wefer. 2000. A coral oxygen isotope record from the northern Red Sea documenting NAO, ENSO, and North Pacific teleconnections on Middle East climate variability since the year 1750. Paleoceanography 15:679-694,",tierney2015tropical,"Tierney, Jessica E. , Abram, Nerilie J. , Anchukaitis, Kevin J. , Evans, Michael N. , Giry, Cyril , Kilbourne, K. Halimeda , Saenger, Casey P. , Wu, Henry C. , Zinke, Jens",2015,10.1002/2014PA002717,"Tierney, J.E., Abram, N.J., Anchukaitis, K.J., Evans, M.N., Giry, C., Kilbourne, K.H., Saenger, C.P., Wu, H.C., Zinke, J. Tropical sea-surface temperatures for the past four centuries reconstructed from coral archives.",,,,,,,,27.85,34.32,-6,"Ras Umm Sidd, Red Sea",1751.083,1995.583,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally bimonthly; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature,sea_surface,not applicable (subannually resolved),decrease,,,surface seawater,,,,,,12-Jun,"The coral chronology is constructed by setting the maximum d18O value in  a given year equal to mid-February (consistent with the climatological  minimum in sea surface temperature) and assuming a constant coral growth  rate between February of every year. Therefore we interpolated linearly  between these fixed points for further age assignments. The resulting values  were interpolated linearly to six equally spaced values per year, providing a  bimonthly resolution.",3 year in total,chronology,year,,d18Osw variations play at internnaul time scale a larger role than SST in the mean annual coral d18O signal,negative,,linear,T_water,1,,SSS linked to rainfall,,positive,,linear,Salinity_water,2,,,,,,,,,,,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2kv0_8_4/CO00FERA.html,,DMT (1/14/19)
CO00KUNI01Aa,CO00KUNI,,CO00KUNI01A,coral,,"Kuhnert H., J. Pätzold, K. H. Wyrwoll, and G. Wefer",2000,10.1007/s005310050300,"Kuhnert H., J. Pätzold, K. H. Wyrwoll, and G. Wefer. 2000. Monitoring climate variability over the past 116 years in coral oxygen isotopes from Ningaloo Reef, Western Australia. Int. J. Earth Sci., 88, 725-732",,,,,,,,,,,,,-21.905,113.965,,"Ningaloo Reef, West Australia",,,d18O,permil,carbonate,; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,,,,,,,surface seawater,,,,,,12-Jun,"The age model in the data set is based on the density banding of the skeleton and the seasonality in d18O, whithin each year the highest (least depleted) d18O value was tied to mid-September, which is the coldest month on average.",,,year,,,negative,64% (seasonal) 20% (interannual),,T_water,1,,,,,,,,,,,,,,,,,,,DMT (1/14/19),?,http://lipdverse.org/iso2kv0_8_4/CO00KUNI.html,,DMT (1/14/19)-- I think this is a douplicate of CO00KUNI01Ab (remove)
CO00KUNI01Ab,CO00KUNI,,CO00KUNI01A,coral,,"Kuhnert H., J. Pätzold, K. H. Wyrwoll, and G. Wefer",2000,10.1007/s005310050300,"Kuhnert H., J. Pätzold, K. H. Wyrwoll, and G. Wefer. 2000. Monitoring climate variability over the past 116 years in coral oxygen isotopes from Ningaloo Reef, Western Australia. Int. J. Earth Sci., 88, 725-732",,,,,,,,,,,,,-21.905,113.965,,"Ningaloo Reef, West Australia",1878.4,1995.21,d18O,permil,carbonate,; archiveType changed - was originally Coral (CO),coral,aragonite,0,0,,,,,,,surface seawater,,,,,,12-Jun,"The age model in the data set is based on the density banding of the skeleton and the seasonality in d18O, whithin each year the highest (least depleted) d18O value was tied to mid-September, which is the coldest month on average.",,,year,,,negative,64% (seasonal) 20% (interannual),,T_water,1,,,,,,,,,,,,,,,,,,,DMT (1/14/19),?,http://lipdverse.org/iso2kv0_8_4/CO00KUNI.html,,DMT (1/14/19)
Ocean2kHR_177,CO00URMA,Ocn_098,CO00URMA01,coral,,"Urban, F.E.; Cole, J.E.; Overpeck, J.T.",2000,10.1038/35039597,"Urban, F.E., J. E. Cole, and J.T. Overpeck, 2000, Influence of mean climate change on climate variability from a 155year tropical Pacific coral record. Nature 407, 989993.",tierney2015tropical,"Tierney, Jessica E. , Abram, Nerilie J. , Anchukaitis, Kevin J. , Evans, Michael N. , Giry, Cyril , Kilbourne, K. Halimeda , Saenger, Casey P. , Wu, Henry C. , Zinke, Jens",2015,10.1002/2014PA002717,"Jessica E. Tierney, Nerilie J. Abram, Kevin J. Anchukaitis, Michael N. Evans, Cyril Giry, K. Halimeda Kilbourne, Casey P. Saenger, Henry C. Wu and Jens Zinke. 2015. Tropical seasurface temperatures for the past four centuries reconstructed from coral archives. Paleoceanography. . doi: 10.1002/2014PA002717",,,,,,,,0.933,173,6,"Maiana Atoll, Republic of Kiribati",1840,1994.5,d18O,permil,carbonate,; climateInterpretation_seasonality changed  was originally bimonthly; archiveType changed  was originally Coral (CO); archiveType changed  was originally Coral (CO),coral,aragonite,0,0,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,,,surface seawater,,,,,,2,d13C and ENSO events,1,chronological,months,,,negative,,linear,T_water,1,,,,positive,,linear,Salinity_water,2,,,,,,,,,,,"DMT (1/14/19) KJA, NJA",?,http://lipdverse.org/iso2kv0_8_4/CO00URMA.html,,DMT (1/14/19)
Ocean2kHR_140,CO01TUNG,Ocn_097,CO01TUNG01A,coral,tudhope2001variability,"Tudhope, A.W.; Chilcott, C.P.; McCulloch, M.T.; Cook, E.R.; Chappell, J.; Ellam, R.M.; Lea, D.W.; Lough, J.M.; Shimmield, G.B.",2001,10.1126/science.1057969,"Tudhope, A.W., C.P. Chilcott, M.T. McCulloch, E.R. Cook,J. Chappell, R.M. Ellam, D.W. Lea, J.M Lough, and G.B. Shimmield, 2001, Variability in the El Nino-Southern Oscillation through a glacial-interglacial cycle.Science, v.291 (5508), pp. 1511-1517",tierney2015tropical,"Tierney, Jessica E. , Abram, Nerilie J. , Anchukaitis, Kevin J. , Evans, Michael N. , Giry, Cyril , Kilbourne, K. Halimeda , Saenger, Casey P. , Wu, Henry C. , Zinke, Jens",2015,10.1002/2014PA002717,"Jessica E. Tierney, Nerilie J. Abram, Kevin J. Anchukaitis, Michael N. Evans, Cyril Giry, K. Halimeda Kilbourne, Casey P. Saenger, Henry C. Wu and Jens Zinke. 2015. Tropical sea-surface temperatures for the past four centuries reconstructed from coral archives. Paleoceanography. . doi: 10.1002/2014PA002717",,,,,,,,-5.217,145.817,-3,"Deplik Tabat Reef, Madang Lagoon",1884.542,1993.042,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally seasonal; archiveType changed - was originally Coral (CO); archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.",,surface seawater,,,,,,3,"The chronologies were subsequently developed on the basis of seasonality in skeletal d18O and d13C, supported by examination of annual skeletal density and fluorescent banding.",,,months,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.",,negative,,linear,T_water,,,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.""",,positive,,linear,Salinity_water,,,,,,,,,,,,"DMT (1/14/19) KLD, NJA",?,http://lipdverse.org/iso2kv0_8_4/CO01TUNG.html,,DMT (1/14/19)
Ocean2kHR_141,CO01TUNG,Ocn_090,CO01TUNG02A,coral,tudhope2001variability,"Tudhope, A.W.; Chilcott, C.P.; McCulloch, M.T.; Cook, E.R.; Chappell, J.; Ellam, R.M.; Lea, D.W.; Lough, J.M.; Shimmield, G.B.",2001,10.1126/science.1057969,"Tudhope, A.W., C.P. Chilcott, M.T. McCulloch, E.R. Cook,J. Chappell, R.M. Ellam, D.W. Lea, J.M Lough, and G.B. Shimmield, 2001, Variability in the El Nino-Southern Oscillation through a glacial-interglacial cycle.Science, v.291 (5508), pp. 1511-1517",tierney2015tropical,"Tierney, Jessica E. , Abram, Nerilie J. , Anchukaitis, Kevin J. , Evans, Michael N. , Giry, Cyril , Kilbourne, K. Halimeda , Saenger, Casey P. , Wu, Henry C. , Zinke, Jens",2015,10.1002/2014PA002717,"Jessica E. Tierney, Nerilie J. Abram, Kevin J. Anchukaitis, Michael N. Evans, Cyril Giry, K. Halimeda Kilbourne, Casey P. Saenger, Henry C. Wu and Jens Zinke. 2015. Tropical sea-surface temperatures for the past four centuries reconstructed from coral archives. Paleoceanography. . doi: 10.1002/2014PA002717",,,,,,,,-5.217,145.817,-3,"Deplik Tabat Reef, Madang Lagoon",1884.542,1993.042,d18O,permil,carbonate,; climateInterpretation_seasonality changed - was originally seasonal; archiveType changed - was originally Coral (CO); archiveType changed - was originally Coral (CO),coral,aragonite,0,0,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.",,surface seawater,,,,,,1 to 3 years,"The chronologies were subsequently developed on the basis of seasonality in skeletal d18O and d13C, supported by examination of annual skeletal density and fluorescent banding.",,,months,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.",,negative,,linear,T_water,,,"This tracer responds to water temperature through a temperature- dependent fractionation [;?0.2? d18O/�C (19, 20)], as well as to changes in rainfall, due to the influence of isotopically light (more negative d18O) rainfall on surface ocean composition. Because SST and rainfall are intimately linked in tropical areas of strong convective rainfall such as the western equatorial Pacific, the two factors combine to produce an enhanced climatic signal in coral skeletal d18O.",,positive,,linear,Salinity_water,,,,,,,,,,,,"DMT (1/14/19) KLD, NJA",?,http://lipdverse.org/iso2kv0_8_4/CO01TUNG.html,,DMT (1/14/19)
