d18O (permil),year (AD),depth (cm)
-0.219,1975.13,0.25
-0.029,1971.26,0.5
0.054,1967.39,0.75
0.26,1963.52,1
-0.19,1959.65,1.25
0.134,1955.78,1.5
0.025,1951.91,1.75
-0.156,1948.04,2
0.188,1944.17,2.25
-0.147,1940.3,2.5
-0.333,1936.43,2.75
-0.22,1932.56,3
-0.098,1928.69,3.25
-0.027,1924.82,3.5
-0.096,1920.95,3.75
-0.084,1917.08,4
0.155,1913.21,4.25
0.094,1909.34,4.5
0.446,1905.47,4.75
0.138,1901.6,5
0.17,1897.73,5.25
0.305,1893.86,5.5
0.438,1889.99,5.75
0.174,1886.12,6
0.304,1882.25,6.25
0.438,1878.38,6.5
0.571,1874.51,6.75
0.52,1870.64,7
0.405,1866.77,7.25
0.228,1862.9,7.5
0.254,1859.03,7.75
0.522,1855.16,8
0.193,1851.29,8.25
1.03,1847.42,8.5
0.452,1843.55,8.75
0.164,1839.68,9
0.258,1835.81,9.25
0.444,1831.94,9.5
0.644,1828.07,9.75
0.214,1824.2,10
0.689,1820.33,10.25
0.746,1816.46,10.5
0.322,1812.59,10.75
0.255,1808.72,11
0.831,1804.85,11.25
0.633,1800.98,11.5
0.486,1797.11,11.75
0.336,1793.24,12
0.394,1789.37,12.25
0.787,1785.5,12.5
0.373,1781.63,12.75
0.181,1777.76,13
0.7,1773.89,13.25
0.405,1770.02,13.5
0.721,1766.15,13.75
0.499,1762.28,14
0.578,1758.41,14.25
0.779,1754.54,14.5
0.161,1750.67,14.75
0.476,1746.8,15
0.594,1742.93,15.25
0.419,1739.06,15.5
0.281,1735.19,15.75
0.555,1731.32,16
0.363,1727.45,16.25
0.531,1723.58,16.5
0.638,1719.71,16.75
0.53,1715.84,17
0.215,1711.97,17.25
0.633,1708.1,17.5
0.59,1704.23,17.75
0.652,1700.36,18
0.726,1696.49,18.25
0.8,1692.62,18.5
0.123,1688.75,18.75
0.707,1684.88,19
0.475,1681.01,19.25
0.113,1677.14,19.5
0.692,1673.27,19.75
0.546,1669.4,20
0.361,1665.53,20.25
0.615,1661.66,20.5
0.502,1657.79,20.75
0.255,1653.92,21
0.627,1650.05,21.25
0.232,1646.18,21.5
0.072,1642.31,21.75
0.626,1638.44,22
0.372,1634.57,22.25
0.719,1630.7,22.5
0.505,1626.83,22.75
0.22,1622.96,23
0.497,1619.09,23.25
0.774,1615.22,23.5
0.243,1611.35,23.75
0.123,1607.48,24
0.565,1603.61,24.25
0.408,1599.74,24.5
0.196,1595.87,24.75
0.5,1592,25
0.397,1588.13,25.25
0.665,1584.26,25.5
0.409,1580.39,25.75
0.118,1576.52,26
0.459,1572.65,26.25
0.093,1568.78,26.5
0.102,1564.91,26.75
0.668,1561.04,27
0.299,1557.17,27.25
0.447,1553.3,27.5
0.33,1549.43,27.75
0.378,1545.56,28
0.268,1541.69,28.25
0.516,1537.82,28.5
0.451,1533.95,28.75
0.27,1530.08,29
0.666,1526.21,29.25
0.571,1522.34,29.5
0.165,1518.47,29.75
0.976,1514.6,30
0.109,1510.73,30.25
0.473,1506.86,30.5
0.73,1502.99,30.75
0.301,1499.12,31
0.247,1495.25,31.25
0.267,1491.38,31.5
0.298,1487.51,31.75
0.278,1483.64,32
0.644,1479.77,32.25
0.236,1475.9,32.5
0.263,1472.03,32.75
0.289,1468.16,33
0.216,1464.29,33.25
0.419,1460.42,33.5
0.633,1456.55,33.75
0.525,1452.68,34
0.328,1448.81,34.25
0.366,1444.94,34.5
0.492,1441.07,34.75
0.395,1437.2,35
0.379,1433.33,35.25
0.374,1429.46,35.5
0.295,1425.59,35.75
0.431,1421.72,36
0.627,1417.85,36.25
0.398,1413.98,36.5
0.472,1410.11,36.75
0.461,1406.24,37
0.288,1402.37,37.25
0.437,1398.5,37.5
0.012,1394.63,37.75
0.199,1390.76,38
0.389,1386.89,38.25
0.292,1383.02,38.5
0.199,1379.15,38.75
0.177,1375.28,39
0.376,1371.41,39.25
0.304,1367.54,39.5
0.269,1363.67,39.75
0.486,1359.8,40
0.451,1355.93,40.25
0.305,1352.06,40.5
0.034,1348.19,40.75
0.253,1344.32,41
0.399,1340.45,41.25
0.197,1336.58,41.5
-0.157,1332.71,41.75
0.557,1328.84,42
0.588,1324.97,42.25
0.267,1321.1,42.5
0.354,1317.23,42.75
0.413,1313.36,43
0.505,1309.49,43.25
0.452,1305.62,43.5
0.509,1301.75,43.75
0.344,1297.88,44
0.518,1294.01,44.25
0.278,1290.14,44.5
0.155,1286.27,44.75
0.376,1282.4,45
0.514,1278.53,45.25
0.55,1274.66,45.5
