year (AD),d18O (permil)
854,-8.69
855,-8.69
856,-8.76
857,-8.77
858,-8.87
859,-8.98
860,-9.04
861,-8.98
862,-9.03
863,-9.21
864,-9.18
865,-9.04
866,-9
867,-9.13
868,-9
869,-9.2
870,-9.12
871,-9.2
872,-9.23
873,-9.05
874,-8.9
875,-8.77
876,-8.68
877,-8.69
878,-8.6
879,-8.55
880,-8.67
881,-8.62
882,-8.61
883,-8.61
884,-8.55
885,-8.91
886,-8.98
887,-8.91
888,-8.99
889,-9.08
890,-9.14
891,-8.98
892,-8.47
893,-8.63
894,-8.65
895,-8.38
896,-8.37
897,-8.3
898,-8.38
899,-8.38
900,-8.41
901,-8.7
902,-9.03
903,-9.16
904,-9.26
905,-9.22
906,-9.15
907,-9.18
908,-9.07
909,-9.07
910,-9.11
911,-9.1
912,-8.96
913,-8.76
914,-8.7
915,-8.74
916,-8.72
917,-8.65
918,-8.6
919,-8.63
920,-8.86
921,-9.14
922,-9.29
923,-9.26
924,-9.25
925,-9.27
926,-9.23
927,-9.18
928,-9.12
929,-9.16
930,-9.17
931,-9.22
932,-9.33
933,-9.34
934,-9.29
935,-9.36
936,-9.24
937,-9.49
938,-9.41
939,-9.48
940,-9.49
941,-9.49
942,-9.37
943,-9.24
944,-9.14
945,-9.07
946,-9.09
947,-9.02
948,-8.97
949,-8.9
950,-9.12
951,-8.86
952,-9.11
953,-8.8
954,-8.87
955,-8.67
956,-8.7
957,-8.62
958,-8.56
959,-8.55
960,-8.72
961,-8.81
962,-8.84
963,-8.88
964,-8.88
965,-9.02
966,-8.96
967,-8.9
968,-8.88
969,-8.88
970,-8.89
971,-8.78
972,-8.85
973,-8.84
974,-8.92
975,-8.95
976,-9.01
977,-9.1
978,-9.24
979,-9.36
980,-9.33
981,-9.18
982,-9.12
983,-9
984,-8.8
985,-8.97
986,-8.61
987,-8.78
988,-8.61
989,-8.58
990,-8.52
991,-8.49
992,-8.46
993,-8.42
994,-8.36
995,-8.29
996,-8.3
997,-8.32
998,-8.31
999,-8.36
1000,-8.34
1001,-8.67
1002,-8.65
1003,-8.67
1004,-8.88
1005,-8.91
1006,-8.75
1007,-8.85
1008,-9.02
1009,-8.97
1010,-8.98
1011,-8.94
1012,-8.88
1013,-8.86
1014,-8.75
1015,-8.59
1016,-8.58
1017,-8.61
1018,-8.76
1019,-8.53
1020,-8.54
1021,-8.47
1022,-8.53
1023,-8.54
1024,-8.65
1025,-8.69
1026,-8.75
1027,-8.91
1028,-9.03
1029,-9.11
1030,-9.26
1031,-9.35
1032,-9.23
1033,-9.08
1034,-9.26
1035,-9.18
1036,-9.2
1037,-9.04
1038,-8.88
1039,-8.79
1040,-8.63
1041,-8.47
1042,-8.44
1043,-8.44
1044,-8.37
1045,-8.47
1046,-8.55
1047,-8.6
1048,-8.72
1049,-8.7
1050,-8.73
1051,-8.77
1052,-8.78
1053,-8.76
1054,-8.77
1055,-8.96
1056,-9.21
1057,-9.19
1058,-9.07
1059,-9.07
1060,-9.04
1061,-8.89
1062,-8.88
1063,-8.95
1064,-8.9
1065,-8.88
1066,-8.87
1067,-8.92
1068,-9.06
1069,-9.11
1070,-9.02
1071,-8.9
1072,-8.81
1073,-8.9
1074,-8.92
1075,-8.97
1076,-8.95
1077,-9.04
1078,-8.95
1079,-9.08
1080,-9.11
1081,-9.28
1082,-9.26
1083,-9.25
1084,-9.17
1085,-9.1
1086,-9.15
1087,-9.12
1088,-9.16
1089,-9.06
1090,-9
1091,-9.04
1092,-9.17
1093,-9.26
1094,-9.3
1095,-9.38
1096,-9.36
1097,-9.32
1098,-9.37
1099,-9.36
1100,-9.25
1101,-9.16
1102,-9.04
1103,-9.18
1104,-9.23
1105,-9.2
1106,-9.2
1107,-9.3
1108,-9.39
1109,-9.37
1110,-9.29
1111,-9.2
1112,-9.33
1113,-9.19
1114,-9.38
1115,-9.41
1116,-9.58
1117,-9.72
1118,-9.6
1119,-9.42
1120,-9.38
