year (AD),d18O (permil)
1996,-38.73
1995,-46
1994,-46.04
1993,-47.55
1992,-47.77
1991,NA
1990,-41.37
1989,-42.95
1988,-46.76
1987,-47.34
1986,-46.87
1985,-47.12
1984,NA
1983,NA
1982,NA
1981,-43.5
1980,-46.66
1979,-50.39
1978,-47.01
1977,-44.41
1976,-44.68
1975,-45.61
1974,-50.2
1973,-47.54
1972,-46.17
1971,-48.07
1970,-48.36
1969,-45.54
1968,-46.13
1967,-47.61
1966,-47.92
1965,-46.84
1964,-47.71
1963,-47.78
1962,-46.01
1961,-46.87
1960,-48.58
1959,-47.89
1958,-48.98
1957,-48.35
1956,-48.62
1955,-48.24
1954,-47.48
1953,-46.4
1952,-48.29
1951,-49.15
1950,-48.77
1949,-46.85
1948,-44.48
1947,-46.29
1946,-48.65
1945,-50.72
1944,-49.46
1943,-48.54
1942,-49.31
1941,-47.95
1940,-47.22
1939,-47.65
1938,-45.14
1937,-42.87
1936,-42.82
1935,-42.9
1934,-47.56
1933,-46.8
1932,-48.34
1931,-46.65
1930,-45.4
1929,-46.26
1928,-49.9
1927,-49.66
1926,-49.85
1925,-48.33
1924,-46.8
1923,-47.42
1922,-46.52
1921,-46.1
1920,-49.01
1919,-50.42
