year (AD),d18O (permil)
1997,-33.47
1996,-27.23
1995,-32.31
1994,-30.77
1993,-30.16
1992,-33.05
1991,-29.99
1990,-31.85
1989,-30.55
1988,-31.16
1987,-32.65
1986,-32.57
1985,-31.41
1984,-31.64
1983,-31.79
1982,-31.2
1981,-32.68
1980,-33.54
1979,-33.55
1978,-33.63
1977,-26.84
1976,-28.13
1975,-32.6
1974,-33.99
1973,-35.14
1972,-29.03
1971,-33.78
1970,-29.73
1969,-32.98
1968,-33.74
1967,-31.95
1966,-34.03
1965,-33.98
1964,-32.19
1963,-32.13
1962,-29.66
1961,-29.95
1960,-32.45
1959,-35.17
1958,-31.42
1957,-32.87
1956,-33.15
1955,-33.05
1954,-32.62
1953,-33.19
1952,-33.2
1951,-32.65
1950,-32.03
1949,-33.39
1948,-34.46
1947,-35.17
1946,-32.81
1945,-31.7
1944,-32.69
1943,-34.04
1942,-34.37
1941,-32.01
1940,-31.27
1939,-33.79
1938,-35.4
1937,-34.07
1936,-34.17
1935,-30.86
1934,-33.05
1933,-34.08
1932,-34.68
1931,-31.9
1930,-31.17
1929,-31.37
1928,-32.33
1927,-32.71
1926,-32.69
1925,-32.8
1924,-32.25
1923,-31.69
1922,-31.86
1921,-33.78
1920,-34.44
1919,-31.65
1918,-33.34
1917,-31.96
1916,-31.27
1915,-33
1914,-33.91
1913,-34.71
1912,-32.49
1911,-31.28
1910,-31.67
1909,-33.82
1908,-34.15
1907,-32.94
1906,-32.59
1905,-33.05
1904,-32.15
1903,-30.8
1902,-31.5
1901,-32.88
1900,-33.49
1899,-34.29
1898,-33.69
1897,-32.45
1896,-31.42
1895,-33.13
1894,-34.03
1893,-32.55
1892,-32.64
1891,-34.1
1890,-31.97
1889,-30.79
1888,-30.77
1887,-31.43
1886,-33.27
1885,-32.69
1884,-32.41
1883,-34.07
1882,-33.88
1881,-34.02
