year (AD),d18O (permil)
1997,-43.73
1996,-43.24
1995,-44.77
1994,-45.45
1993,-49.46
1992,NA
1991,-47.32
1990,-47.54
1989,-49.5
1988,-47.71
1987,-44.06
1986,-46.31
1985,-46.46
1984,-45.75
1983,-44.74
1982,NA
1981,NA
1980,-45.38
1979,-44.95
1978,-45.75
1977,-47.59
1976,NA
1975,-46.7
1974,-46.31
1973,-46.87
1972,-47.77
1971,-47.57
1970,-46.92
1969,-46.54
1968,-46.91
1967,-46
1966,-45.19
1965,-45.95
1964,-45.85
1963,-46.29
1962,-44.42
1961,-49.35
1960,-47.65
1959,-47.02
1958,-47.91
1957,-48.72
1956,-44.17
1955,-44.86
1954,-46.12
1953,-44.98
1952,-44.45
1951,-46.09
1950,-46.94
1949,-46.41
1948,-46.3
1947,-46.32
1946,-45.82
1945,-44.92
1944,-46.09
1943,-48.61
1942,-50.32
1941,-50.08
1940,-49.45
1939,-47.6
1938,-46.86
1937,-48.31
1936,-44.79
1935,-44.49
1934,-42.76
1933,-44.61
1932,-44.9
1931,-46.58
1930,-45.46
1929,-46.83
1928,-46.59
1927,-45.83
1926,-46.11
1925,-45.7
1924,-46.25
1923,-47.81
1922,-45.41
1921,-44.83
1920,-44.79
1919,-46.18
1918,-48.29
1917,-47.47
1916,-46.31
1915,-45.31
1914,-45.53
1913,-45.53
1912,NA
1911,-48.89
1910,-48.65
1909,-48.25
1908,-47.65
1907,-46.82
1906,-46.89
1905,-47.89
1904,-48.27
1903,-46.81
1902,-47.34
1901,-48.62
1900,-48.27
1899,NA
1898,-47.82
1897,-47.5
1896,-48.01
1895,-47.92
1894,-46.77
1893,-45.26
1892,-46.46
1891,-47.25
1890,-49.1
1889,-50.42
1888,-49.6
1887,-47.84
1886,-46.64
1885,-46.52
1884,-46.4
1883,-46.03
1882,-46.75
1881,-47.83
1880,-47.83
1879,-46.3
1878,-45
1877,-45.75
1876,-46.14
1875,-46.3
1874,-46.04
1873,-46.06
1872,-46.84
1871,-47.26
1870,-47.41
1869,-46.97
1868,-45.9
1867,-45.21
1866,NA
1865,-47.43
1864,-45.92
1863,-45.42
1862,-45.76
1861,-46.28
1860,-47.03
1859,-47.59
1858,-47.51
1857,-46.98
1856,-46.7
1855,-46.91
1854,-46.86
1853,-46.42
1852,-45.63
1851,-45.21
1850,-45.94
1849,-46.54
1848,-46.34
1847,-45.83
1846,-45.37
1845,-45.55
1844,-45.67
1843,-46.15
1842,-47.15
1841,-47.59
1840,-47.66
1839,-47.39
1838,-47.64
1837,-46.97
1836,-45.48
1835,-43.98
1834,-44.45
1833,-45.3
