year (AD),d18O (permil)
1996,NA
1995,-48.71
1994,-48.15
1993,-48.58
1992,-48.81
1991,-47.48
1990,-47.22
1989,-46.96
1988,-48.15
1987,-50.88
1986,-51.25
1985,-49.04
1984,-44.25
1983,-41.29
1982,NA
1981,-44.54
1980,-44.54
1979,-44.54
1978,-45.09
1977,-48.22
1976,-47.41
1975,-51.3
1974,-50.32
1973,-49.71
1972,-47.98
1971,-52.17
1970,-49.87
1969,-50.47
1968,-50.33
1967,-51.09
1966,-51.5
1965,-49.72
1964,-48.78
1963,-49.91
1962,-50.07
1961,-47.42
1960,-48.09
1959,-44.89
1958,-41.94
1957,-42.45
1956,-45.32
1955,-48.82
1954,-51.15
1953,-49
1952,-47.35
1951,-45.91
1950,-47.11
1949,-48.84
1948,-51.25
1947,-50.9
1946,-49.1
1945,-46.3
1944,-47.84
1943,-50.19
1942,-48.85
1941,-47.23
1940,-47.54
1939,-47.42
1938,-47.03
1937,-47.44
1936,-45.09
1935,-42.55
1934,-47.54
1933,-46.32
1932,-49.95
1931,-49.55
1930,-49.52
1929,-51.9
1928,-50.57
1927,-48.82
1926,-48.95
1925,-49.41
1924,-49.44
1923,-51.41
1922,-51.08
1921,-52.16
1920,-51.68
1919,-49.32
1918,-47.08
1917,-47.41
1916,-47.97
1915,-47.34
1914,-47.75
1913,-48.15
1912,-49.27
1911,-48.77
1910,-49.18
1909,-49.51
1908,-51.08
1907,-52.54
1906,-52.93
1905,-52.5
1904,-52.13
1903,-50.72
1902,-50.82
1901,-51.47
1900,-51.09
1899,-48.81
1898,-47.38
1897,-48.66
