year (AD),d18O (permil)
1979,-4.72
1978,-4.78
1977,-5.03
1976,-5.13
1975,-5.16
1974,-5.24
1973,-5.13
1972,-4.87
1971,-4.79
1970,-4.93
1969,-4.92
1968,-4.93
1967,-5.1
1966,-4.97
1965,-4.88
1964,-4.82
1963,-4.84
1962,-5.15
1961,-5.24
1960,-5.27
1959,-5.1
1958,-5.13
1957,-5.05
1956,-4.91
1955,-4.73
1954,-5.23
1953,-5.14
1952,-5.1
1951,-5.04
1950,-5.1
1949,-5.21
1948,-5.21
1947,-5.06
1946,-5.08
1945,-4.92
1944,-5.06
1943,-5.1
1942,-5.04
1941,-4.94
1940,-5.09
1939,-4.94
1938,-5.1
1937,-5.02
1936,-5.08
1935,-5.08
1934,-5.21
1933,-5.13
1932,-5.13
1931,-5.23
1930,-5.15
1929,-5.09
1928,-4.89
1927,-5.08
1926,-5.17
1925,-5.08
1924,-5.12
1923,-5.19
1922,-5.13
1921,-5.03
1920,-5.17
1919,-5.33
1918,-5.07
1917,-5.09
1916,-5.22
1915,-5.04
1914,-5.14
1913,-4.94
1912,-5.01
1911,-5.19
1910,-5.15
1909,-5.31
1908,-5.34
1907,-5.13
1906,-5.08
1905,-5
1904,-5.23
1903,-5.16
1902,-4.93
1901,-5.05
1900,-5.01
1899,-5.07
1898,-5.18
1897,-5.18
1896,-4.97
1895,-5.08
1894,-5.04
1893,-5.25
1892,-5.27
1891,-5.29
1890,-5.2
1889,-5.17
1888,-5.2
1887,-5.22
1886,-5.1
1885,-4.95
1884,-4.93
1883,-5
1882,-5.16
1881,-5.22
1880,-5.15
1879,-5.34
1878,-4.9
1877,-4.83
1876,-4.82
1875,-5.06
1874,-4.97
1873,-5.14
1872,-4.96
1871,-5.17
1870,-5.34
1869,-4.94
1868,-5.14
1867,-4.99
1866,-4.88
1865,-4.93
1864,-5.01
1863,-4.87
1862,-4.9
1861,-4.98
1860,-4.8
1859,-4.94
1858,-4.9
1857,-5.09
1856,-4.83
1855,-4.75
1854,-4.8
1853,-4.69
1852,-4.66
1851,-4.59
1850,-4.6
1849,-4.56
1848,-4.87
1847,-4.79
1846,-4.53
1845,-4.59
1844,-4.66
1843,-4.88
1842,-4.87
1841,-4.89
1840,-4.64
1839,-4.38
1838,-4.63
1837,-4.67
1836,-4.84
1835,-4.69
1834,-4.64
1833,-4.7
1832,-4.87
1831,-4.96
1830,-5.06
1829,-5.27
1828,-4.94
1827,-5.15
1826,-5
1825,-4.96
1824,-4.81
1823,-4.83
1822,-4.8
1821,-4.64
1820,-4.71
1819,-4.93
1818,-4.81
1817,-4.88
1816,-4.88
1815,-5.08
1814,-5.13
1813,-4.88
1812,-5.06
1811,-5.16
1810,-5
1809,-5.02
1808,-4.95
1807,-4.86
